leaid,district_name,fips_state,state_code,fiscal_year,total_revenue_000s,federal_revenue_000s,state_revenue_000s,local_revenue_000s,total_expenditure_000s,current_exp_elem_secondary_000s,instruction_expenditure_000s,support_services_expenditure_000s,capital_outlay_000s,total_salaries_000s,instruction_salaries_000s,total_benefits_000s
5099909,CALEDONIA CENTRAL SUPV UNION,50,46,24,19869,3399,8602,7868,19064,18395,8861,8272,353,0,7843,1009
5008243,HAZEN UNION HIGH SCHOOL DIST 26,50,46,24,7677,10,7167,500,7995,5436,3493,1847,333,284,3051,0
5005610,MILTON TOWN SCH DIST,50,46,24,42932,2996,39404,532,43750,41429,22500,17886,885,1499,19629,2043
5002820,BURLINGTON SCH DIST,50,46,24,139032,14695,116090,8247,173369,112464,67727,41039,52859,3501,59218,2612
5009360,WINOOSKI SCHOOL DISTRICT,50,46,24,31958,4667,26599,692,32825,29898,18045,11173,726,763,15699,1218
5003930,FAIRFAX TOWN SCH DIST,50,46,24,19186,445,17335,1406,21644,14089,8542,4654,2503,1012,7439,246
5099925,LAMOILLE NORTH SUPERVISORY UNION,50,46,24,18477,4520,7758,6199,17665,17499,8315,7827,152,0,7328,640
5008010,THETFORD TOWN SCH DIST,50,46,24,10492,0,9829,663,9840,4946,3148,1660,0,360,2720,76
5003060,CHARLESTON TOWN SCH DIST,50,46,24,2799,0,2734,65,3358,2870,1894,809,35,122,1627,11
5003480,DERBY TOWN SCH DIST,50,46,24,7558,0,6410,1148,8865,7199,4665,2128,211,508,4001,62
5005760,MORGAN TOWN SCH DIST,50,46,24,592,0,592,0,620,4,0,4,0,0,0,0
5009570,NORTH COUNTRY JUNIOR UHSD #22A,50,46,24,6585,0,6052,533,6571,5583,3497,2078,112,247,3032,0
5099935,ORLEANS SOUTHWEST SUPV UNION,50,46,24,14839,3564,5137,6138,15225,14670,5916,8033,320,0,5195,715
5000403,HARWOOD UNIFIED UNION SCHOOL DISTRICT,50,46,24,55631,3393,50591,1647,55474,52244,30039,20670,2601,1790,26122,1826
5099948,WINDHAM SOUTHEAST SUPV UNION,50,46,24,37692,8570,15526,13596,34190,33626,17626,13729,319,0,15605,3126
5000427,GREEN MOUNTAIN UNIFIED SCH DIST,50,46,24,16436,23,15229,1184,17827,14548,8453,5518,266,669,7298,227
5099919,ESSEX NORTH SUPERVISORY UNION,50,46,24,4844,1788,2163,893,5440,4820,1588,3091,61,0,1394,150
5004500,HALIFAX TOWN SCH DIST,50,46,24,2287,0,2225,62,1880,1614,850,689,6,80,746,103
5002910,CAMBRIDGE SCHOOL DISTRICT,50,46,24,6967,0,6710,257,7273,5962,3400,2137,179,325,2915,0
5004960,JAY/WESTFIELD JT ELEMTARY DIST,50,46,24,1967,1,216,1750,2362,1989,1207,658,0,87,1046,11
5004830,IRA SCHOOL DISTRICT,50,46,24,781,0,765,16,763,79,79,0,0,5,79,79
5001830,ARLINGTON TOWN SCH DIST,50,46,24,8717,0,7968,749,8680,6842,4853,1987,69,420,4207,44
5007170,SANDGATE TOWN SCH DIST,50,46,24,1308,0,1289,19,1175,375,373,2,0,24,373,373
5007680,STAMFORD TOWN SCH DIST,50,46,24,2369,8,2060,301,2065,1717,966,658,36,80,856,167
5009330,WINHALL SCHOOL DIST,50,46,24,4523,0,4381,142,4221,3186,3150,36,0,171,3150,3147
5099905,SOUTHWEST VERMONT SUPV UNION,50,46,24,49420,17822,16526,15072,50412,44347,21613,20049,6049,0,19159,2051
5099906,BENNINGTON-RUTLAND SUPV UNION,50,46,24,22557,5977,10037,6543,21511,16234,7223,7724,2347,0,6527,2571
5007650,ST JOHNSBURY TOWN SCHOOL DIST,50,46,24,33327,5316,27563,448,34542,33178,23151,9397,1158,1033,21362,9852
5007470,SOUTH BURLINGTON CITY SCHOOL DIST,50,46,24,75887,2395,67379,6113,82134,69775,42966,25371,8221,2689,36717,1121
5002610,BRIGHTON TOWN SCH DIST,50,46,24,2838,0,2787,51,3247,2711,1669,901,0,125,1443,34
5002940,CANAAN TOWN SCH DIST,50,46,24,5290,509,3679,1102,5283,4894,3026,1729,96,158,2693,0
5004140,GEORGIA TOWN SCH DIST,50,46,24,16966,412,16228,326,18173,9977,4889,4478,517,606,4223,90
5099920,FRANKLIN NORTHEAST SUPV UNION,50,46,24,20107,7573,7262,5272,19162,18718,7915,8764,214,0,6834,14
5007500,FOLSOM EDUC & COMMUNITY CENTER,50,46,24,4951,0,4741,210,5464,3590,2377,1088,265,167,2058,154
5099926,LAMOILLE SOUTH SUPERVISORY UNION,50,46,24,17866,3160,6145,8561,17324,17156,8197,7804,164,0,7176,1145
5007830,STRAFFORD TOWN SCH DIST,50,46,24,3926,0,3842,84,3601,2883,2025,858,7,171,1871,904
5003360,COVENTRY VILLAGE SCH DIST,50,46,24,4404,0,4325,79,7684,3312,2067,1095,2758,132,1804,141
5003390,CRAFTSBURY TOWN SCH DIST,50,46,24,4689,10,4125,554,4805,3526,2006,1459,211,198,1741,37
5004710,HOLLAND TOWN SCH DIST,50,46,24,918,0,891,27,798,75,21,54,0,0,21,21
5004950,JAY VILLAGE SCH DIST,50,46,24,1152,0,1152,0,1179,2,0,2,0,0,0,0
5005220,LOWELL VILLAGE SCH DIST,50,46,24,2204,2,2153,49,2470,2081,1399,579,0,79,1216,0
5006030,NEWPORT TOWN SCH DIST,50,46,24,3498,0,3413,85,3768,2603,1588,871,56,133,1370,39
5008910,WESTFIELD SCHOOL DIST,50,46,24,634,0,633,1,666,3,0,3,0,2,0,0
5099934,ORLEANS CENTRAL SUPV UNION,50,46,24,17174,7325,4903,4946,15631,14110,7003,6247,661,0,6138,0
5009600,NORTH COUNTRY UNION HIGH SCHOOL DIST 22B,50,46,24,19481,279,17530,1672,22506,17187,10492,6695,131,700,9160,0
5005050,LAKE REGION UNION SCHOOL DIST 24,50,46,24,8727,201,7904,622,9593,7785,4796,2714,293,351,4129,0
5007050,RUTLAND CITY PUBLIC SCHOOLS,50,46,24,76151,12996,56347,6808,73212,65082,40484,23155,5807,1934,35366,327
5007080,RUTLAND TOWN SCH DIST,50,46,24,10447,134,10109,204,10280,6440,4580,1860,20,425,4066,734
5002850,CABOT TOWN SCH DIST,50,46,24,3977,0,3919,58,4307,3062,1888,1174,73,156,1632,8
5005400,MARLBORO TOWN SCH DIST,50,46,24,4150,0,4058,92,3863,2685,1565,972,12,100,1370,269
5006930,ROCKINGHAM SCHOOL DISTRICT,50,46,24,10495,0,9389,1106,9892,7387,4227,3159,13,520,3636,92
5008310,VERNON SCHOOL DISTRICT,50,46,24,7657,0,7360,297,8287,4227,2821,1398,823,205,2482,400
5099946,WINDHAM CENTRAL SUPV UNION,50,46,24,13752,3203,5206,5343,13458,12842,6580,5509,322,0,5744,1036
5099947,WINDHAM NORTHEAST SUPV UNION,50,46,24,23443,11509,6388,5546,23771,23142,6511,14019,629,0,5659,682
5099949,WINDHAM SOUTHWEST SUPV UNION,50,46,24,7432,0,3902,3530,9225,9225,4474,4750,0,0,3985,815
5008246,BELLOWS FALLS UNION HIGH SCHOOL DIST 27,50,46,24,8412,0,8148,264,9229,6841,3281,3560,54,330,2834,0
5004590,HARTFORD TOWN SCH DIST,50,46,24,44632,2604,36159,5869,47073,42928,24142,17654,1053,1451,20870,149
5004620,HARTLAND TOWN SCH DIST,50,46,24,10252,0,10217,35,10498,5571,3532,2039,8,305,3089,325
5007260,SHARON TOWN SCH DIST,50,46,24,6080,0,5886,194,5632,3913,2875,988,49,243,2667,1411
5007530,SPRINGFIELD TOWN SCH DIST,50,46,24,46382,5630,37334,3418,43520,37540,18823,17560,3498,1218,16507,2294
5099951,WINDSOR CENTRAL SUPV UNION,50,46,24,10017,2241,4672,3104,9222,8149,4357,3631,228,0,3737,18
5099952,WINDSOR SOUTHEAST SUPV UNION,50,46,24,18264,2884,7341,8039,17356,16835,8408,6901,515,0,7354,1474
5099927,ORANGE EAST SUPERVISORY UNION,50,46,24,23387,6448,10219,6720,19900,18270,9145,9083,462,0,7806,9
5008225,TWINFIELD UNION SCHOOL DISTRICT 33,50,46,24,8427,0,8140,287,8685,6655,4674,1981,177,313,4032,21
5008700,WEATHERSFIELD TOWN SCH DIST,50,46,24,8026,0,7844,182,7760,4052,2697,1338,22,274,2342,165
5006060,NORTH BENNINGTON SCH DIST,50,46,24,2981,0,2892,89,3020,2313,2212,101,0,121,2212,2212
5008224,BLUE MT UNIFIELD SCHOOL DISTRICT 21,50,46,24,9534,0,9332,202,11375,9867,6286,3142,52,395,5418,0
5008130,TROY TOWN SCH DIST,50,46,24,4072,0,4019,53,4537,3787,2376,1215,0,189,2067,75
5009270,WINDHAM TOWN SCH DIST,50,46,24,455,0,439,16,486,263,93,154,0,16,80,11
5000024,RIVENDELL INTERSTATE SCHOOL DISTRICT,50,46,24,13649,958,11980,711,16257,14879,7887,6628,200,413,6721,215
5006780,READSBORO TOWN SCH DIST,50,46,24,1889,6,1676,207,2121,2111,805,507,5,42,650,142
5008242,WAITS RIVER VALLEY UNION SCH DIST 36,50,46,24,7327,14,7238,75,8494,5014,3182,1577,25,326,2726,0
5003240,COLCHESTER SCH DIST,50,46,24,63674,4955,55950,2769,65090,62170,38486,21606,1593,2416,33497,2775
5000021,PATRICIA A HANNAFORD REGIONAL TECHNICAL CENTER SCHOOL DISTRICT,50,46,24,5818,367,2784,2667,8727,4092,2098,1820,4222,0,2098,0
5000371,RIVER VALLEY TECHNICAL CENTER SCHOOL DISTRICT,50,46,24,7142,174,4835,2133,7112,6846,2720,3633,160,0,2720,0
5000022,SOUTHWEST VERMONT REGIONAL TECHNICAL SCHOOL CENTER DISTRICT,50,46,24,4557,206,2454,1897,4487,4220,2409,1724,106,0,2409,0
5000414,GRANVILLE-HANCOCK UNIFIED SCH DIST,50,46,24,1577,23,1529,25,1840,97,78,19,0,7,78,77
5000418,TWIN VALLEY UNIFIED UNION SCH DIST,50,46,24,10465,1,9726,738,11697,11160,4535,6276,17,390,3885,0
5000385,TWO RIVERS SUPV UNION,50,46,24,13525,3111,6048,4366,12453,10095,5422,3989,192,0,4733,0
5000417,TACONIC AND GREEN REGIONAL SCH DIST,50,46,24,38125,193,37005,927,38892,31137,24072,6419,225,1677,22420,12587
5000402,ADDISON CENTRAL SUPERVISORY DISTRICT,50,46,24,54659,3548,47120,3991,53603,50041,26443,21964,2276,1750,22793,637
5000398,ADDISON NORTHWEST SCHOOL DISTRICT,50,46,24,31778,2859,28213,706,30747,26815,13986,11759,989,917,12030,553
5000425,MOUNT ABRAHAM UNIFIED SCHOOL DISTRICT,50,46,24,42410,2943,36264,3203,41867,37721,18938,17131,3297,1277,16387,1306
5000421,KINGDOM EAST UNIFIED UNION SCH DIST,50,46,24,55102,7668,45974,1460,54949,52603,35559,15999,1280,1722,32570,12936
5000415,NORTHEAST KINGDOM (NEK) CHOICE SCHOOL DISTRICT,50,46,24,6862,1,6857,4,5312,62,32,30,0,170,32,0
5000399,MAPLE RUN UNIFIED SCHOOL DISTRICT,50,46,24,82741,8329,69817,4595,82782,77075,42731,31528,2812,2606,37134,1539
5000435,CHAMPLAIN ISLANDS UNIFIED UNION SCH DISTRICT 66,50,46,24,9511,0,9041,470,10051,4851,2990,1647,243,252,2604,265
5000397,LAMOILLE NORTH MODIFIED UNIFIED UNION SCHOOL DISTRICT,50,46,24,21203,238,19250,1715,22512,18333,10662,6817,275,750,9180,8
5000400,ORANGE SOUTHWEST UNIFIED DISTRICT,50,46,24,33867,3616,26749,3502,33772,31375,15771,14595,694,832,13642,969
5000440,SLATE VALLEY UNIFIED UNION SCH DIST 62,50,46,24,33953,2859,30496,598,35463,32380,16609,14864,2403,1215,14341,448
5000393,MILL RIVER UNIFIED UNION SCHOOL DISTRICT,50,46,24,24131,1451,20691,1989,23261,22248,12774,8720,253,797,10926,29
5000392,OTTER VALLEY UNION SCH DIST,50,46,24,26443,67,25410,966,25779,18135,12374,5761,376,1189,10629,44
5000450,WINDSOR CENTRAL MODIFIED UNIFIED UNION SCH DISTRICT,50,46,24,26351,127,24104,2120,31279,21566,12142,8411,6041,1018,10385,54
5000395,ESSEX WESTFORD EDUCATIONAL COMMUNITY UNIFIED UNION SCH DIST #51,50,46,24,122562,6637,106328,9597,122197,117719,68846,45568,894,3685,59085,903
5000390,BARSTOW UNIFIED UNION SCHOOL DISTRICT,50,46,24,5879,22,5692,165,5882,3199,2199,1000,90,192,1966,561
5000396,CHAMPLAIN VALLEY SCHOOL DISTRICT,50,46,24,115539,4955,107855,2729,122190,109603,66641,38991,9388,4133,57173,2575
5000430,ECHO VALLEY COMMUNITY SCH DISTRICT,50,46,24,6028,0,5841,187,6093,4581,1748,2833,71,208,1513,0
5000423,ROCHESTER-STOCKBRIDGE UNIFIED UNION SCH DIST,50,46,24,4621,11,4265,345,4470,2685,1619,1066,0,141,1429,253
5000445,BARRE UNIFIED UNION SCHOOL DISTRICT 97,50,46,24,71868,9074,59378,3416,74141,65402,40018,23705,7371,2236,35260,3593
5000444,ENOSBURGH-RICHFORD UNIFIED UNION SCH DISTRICT 88,50,46,24,23975,179,19779,4017,24344,20266,13071,7186,542,1091,11342,17
5000439,WASHINGTON CENTRAL UNIFIED UNION SCH DISTRICT 92,50,46,24,48618,3312,42460,2846,49807,42596,23290,18194,4152,1396,19986,155
5000438,ORLEANS SOUTHWEST UNION ELEMENTARY SCH DISTRICT 94,50,46,24,7916,14,7652,250,8407,5767,3187,2443,739,326,2770,123
5000434,SOUTHWEST VERMONT UNION ELEMENTARY SCH DISTRICT 87,50,46,24,26472,145,25642,685,25764,16703,9198,7493,139,1380,7933,140
5000433,MISSISQUOI VALLEY SCHOOL DISTRICT 89,50,46,24,57779,9655,46441,1683,58678,50993,27929,21310,7224,1869,24340,2439
5000436,LAKE REGION UNION ELEMENTARY-MIDDLE SCH DIST,50,46,24,16792,704,15838,250,17568,13651,6669,6086,544,688,5719,0
5000408,PAINE MOUNTAIN SCH DISTRICT,50,46,24,21380,0,20551,829,23240,16959,10254,6705,470,1044,8843,0
5000404,CENTRAL VERMONT SUPV UNION,50,46,24,18760,3908,8459,6393,18372,17046,6838,9117,93,0,6085,0
5000405,GREATER RUTLAND COUNTY SU,50,46,24,17096,4315,6830,5951,15740,14537,6547,6914,143,0,5631,0
5000410,MONTPELIER-ROXBURY PUBLIC SCH DIST,50,46,24,34677,2354,31276,1047,34945,33344,19210,13173,817,1189,16795,1423
5000401,LAMOILLE NORTH MODIFIED USD #058A,50,46,24,16055,51,15724,280,16907,14215,8133,5184,176,613,6932,0
5000431,WINDHAM SOUTHEAST UNIFIED UNION SCH DIST 96,50,46,24,66437,5973,57470,2994,69489,48538,31080,17181,3493,2316,26914,590
5000441,NORTHERN MOUNTAIN VALLEY UNIFIED UNION SCH DIST 85,50,46,24,20494,0,20253,241,21366,13481,9267,4214,531,838,8101,194
5000446,WINDHAM NORTHEAST UNION ELEMENTARY SCH DIST 95,50,46,24,1816,0,1766,50,1801,1296,672,624,0,38,583,59
5000449,WEST RIVER MODIFIED UNION EDUCATION DIST,50,46,24,14983,91,13993,899,15169,10732,6436,3594,544,201,5591,110
5000412,CALEDONIA COOPERATIVE UNIFIED UNION SCH DIST,50,46,24,14714,0,14248,466,15380,8140,5566,2574,48,558,4790,54
5000409,WELLS SPRINGS UNIFIED UNION SCH DIST,50,46,24,6121,62,5992,67,5947,4002,2541,1300,0,180,2288,769
5000437,OXBOW UNIFIED UNION SCH DIST 91,50,46,24,16630,29,15332,1269,18413,16349,9811,5946,20,700,8524,0
5000426,WHITE RIVER VALLEY UNIFIED SCH DIST,50,46,24,14103,0,12975,1128,14771,11751,7179,4572,427,618,6237,66
5000448,LAMOILLE SOUTH UNIFIED UNION SCH DIST 90,50,46,24,20819,2170,16318,2331,19716,14206,10089,3997,1058,832,8790,0
5000411,QUARRY VALLEY UNIFIED UNION SCH DIST 70,50,46,24,21858,565,19674,1619,21740,17857,11264,6593,110,1107,9766,217
5000429,FIRST BRANCH UNIFIED SCH DIST,50,46,24,8210,0,7791,419,8237,6364,3976,2388,69,312,3584,1142
5000419,METTAWEE SCH DIST,50,46,24,6681,0,6562,119,6471,4518,3440,957,11,218,3166,1550
5000422,LUDLOW MT. HOLLY UNIFIED UNION SCH DIST,50,46,24,8023,2,7874,147,7992,5026,3016,1856,13,236,2663,609
5000442,MOUNT ASCUTNEY SCHOOL DISTRICT,50,46,24,14772,0,13274,1498,14808,10863,6047,4816,9,656,5202,18
5000447,RIVER VALLEYS UNIFIED SCHOOL DISTRICT,50,46,24,6832,0,6582,250,7084,4743,3017,1546,384,192,2745,1094
5100180,AMELIA COUNTY SCHOOL,51,47,24,25666,3657,15113,6896,25314,23311,12513,9666,1514,1606,12513,0
5100240,APPOMATTOX COUNTY SCHOOLS,51,47,24,35854,4033,23538,8283,36099,31550,19373,10748,3871,2372,19373,0
5100300,AUGUSTA CO SCH DIST,51,47,24,173762,15792,85724,72246,192801,146312,84469,55174,35840,10139,84469,38
5100330,BATH CO SCH,51,47,24,12743,1090,2570,9083,12480,11975,6037,5188,421,509,6037,0
5100420,BOTETOURT CO SCH,51,47,24,70156,5944,34615,29597,71129,68511,40014,26272,2355,4488,40014,0
5100600,CAMPBELL CO SCH,51,47,24,118558,12164,76146,30248,118369,107698,57484,45811,5863,7896,57484,0
5100660,CAROLINE CO SCH,51,47,24,69706,11903,39228,18575,67804,59800,32956,23818,7792,4562,32956,0
5100720,CHARLES CITY CO SCHS,51,47,24,13645,1977,4385,7283,13844,13086,6301,6117,487,530,6301,0
5101320,FAUQUIER CO SCHS,51,47,24,182539,12248,68355,101936,178656,168643,103613,58405,6490,10844,103613,0
5101690,GRAYSON CO SCHS,51,47,24,29957,4910,16607,8440,29185,25570,14841,9292,3134,1576,14841,0
5101920,HENRY CO SCHS,51,47,24,119796,21899,78404,19493,114408,98483,58690,33000,13703,6938,58690,0
5102070,KING AND QUEEN CO SCHOOLS,51,47,24,15304,2078,8426,4800,15514,14424,8176,5626,915,855,8176,0
5102280,LOUISA CO SCHS,51,47,24,104318,13397,35695,55226,88848,81779,52512,26184,3120,5211,52512,0
5102490,MIDDLESEX CO SCHS,51,47,24,25857,2967,7766,15124,24207,21501,11195,9264,2014,1226,11195,0
5102790,NOTTOWAY CO SCHS,51,47,24,35788,8544,20129,7115,34786,32189,13957,16868,2022,1817,13957,0
5103330,ROANOKE CO SCHS,51,47,24,226940,16865,111438,98637,218019,197715,124169,65390,19219,13799,124169,2
5103640,SPOTSYLVANIA COUNTY SCHS,51,47,24,436846,32244,205577,199025,396988,356941,205827,137838,31845,24012,205827,0
5103870,WARREN CO SCHOOLS,51,47,24,81917,9639,40699,31579,83912,76461,46893,25208,6984,5129,46893,0
5103900,WASHINGTON COUNTY SCHS,51,47,24,109584,16660,62519,30405,108707,99633,62605,32870,8067,6705,62605,0
5103950,WEST POINT TOWN SCHS,51,47,24,13791,602,8106,5083,13787,13409,7960,5074,367,840,7960,0
5100120,ALEXANDRIA CITY SCHOOLS,51,47,24,370459,36577,71489,262393,370951,359757,188614,158030,8225,16406,188614,0
5100450,BRISTOL CITY SCHS,51,47,24,44528,9509,25254,9765,42657,39410,27191,9883,2908,2154,27191,0
5100780,CHARLOTTESVILLE CITY SCH,51,47,24,126039,16819,38423,70797,117919,95998,56961,36462,19603,4433,56961,0
5100960,COLONIAL HEIGHTS CITY SCHOOLS,51,47,24,61016,5751,23940,31325,57809,48942,30397,16480,7640,2931,30397,0
5101510,FREDERICKSBURG CITY SCHOOLS,51,47,24,75266,12490,26984,35792,102634,64650,39501,21922,37909,3575,39501,0
5101800,HAMPTON CITY SCHOOLS,51,47,24,350450,54178,188456,107816,335988,311330,168277,124739,12875,19657,168277,0
5101980,HOPEWELL CITY SCHOOLS,51,47,24,72989,13582,45313,14094,71545,67396,39713,24891,3451,3944,39713,116
5104050,WINCHESTER CITY SCHOOLS,51,47,24,93100,17095,36461,39544,95801,83189,46237,33765,8324,4236,46237,0
5100870,CLARKE CO SCHS,51,47,24,31947,1772,11914,18261,30953,28843,17378,10426,1290,1921,17378,0
5101020,CRAIG CO SCHS,51,47,24,9174,1543,5615,2016,9676,8212,4479,3231,1425,470,4479,0
5101080,CUMBERLAND CO SCHS,51,47,24,24756,3870,15837,5049,24962,23618,14183,8291,552,1233,14183,0
5101200,ESSEX CO SCHS,51,47,24,22337,3196,10524,8617,22401,19955,10883,8166,1251,1163,10883,0
5101260,FAIRFAX CO SCHS,51,47,24,3901615,236789,1001467,2663359,3976429,3625768,2171800,1317343,255897,180714,2171800,0
5101470,FREDERICK CO SCHS,51,47,24,261787,17324,113099,131364,270365,219646,125375,86105,39215,14172,125375,0
5101650,GOOCHLAND CO SCHS,51,47,24,43708,3606,10683,29419,43230,41267,25384,14505,1692,2571,25384,0
5101710,GREENE CO PUBLIC SCHOOLS,51,47,24,47731,6092,25378,16261,46238,42072,24464,16147,2735,2818,24464,0
5101830,HANOVER CO SCHS,51,47,24,253792,12689,116312,124791,284505,238231,156023,74024,42294,16820,156023,0
5101890,HENRICO CO SCHS,51,47,24,904509,78769,397156,428584,870432,724462,425837,271986,125471,50463,425837,0
5101950,HIGHLAND CO SCHS,51,47,24,6016,885,2679,2452,5928,5145,2840,2079,771,212,2840,0
5102250,LOUDOUN CO SCHS,51,47,24,1890386,53244,513061,1324081,1980061,1734138,1060723,632209,237456,81636,1060723,0
5102820,ORANGE CO SCHS,51,47,24,83588,10751,40636,32201,81442,70184,40228,26642,10514,5076,40228,0
5103030,POWHATAN CO SCHS,51,47,24,61505,3717,27792,29996,63658,60407,34200,24543,206,4218,34200,0
5103210,RAPPAHANNOCK COUNTY SCHS,51,47,24,16227,698,3898,11631,16220,15736,8721,5694,483,774,8721,0
5103520,SMYTH COUNTY SCHS,51,47,24,71340,12529,43323,15488,67487,60638,36875,18951,5312,3892,36875,0
5103600,SOUTHAMPTON COUNTY SCHS,51,47,24,44357,3988,25350,15019,41897,38159,20183,15724,1880,2523,20183,0
5103750,SURRY COUNTY SCHS,51,47,24,21033,2860,3673,14500,19675,18310,9898,7731,1307,691,9898,0
5103000,PORTSMOUTH CITY SCHOOLS,51,47,24,267726,54166,138921,74639,233301,223737,119448,92315,2880,13161,119448,0
5103240,RICHMOND CITY SCHOOLS,51,47,24,729219,105648,193953,429618,546524,493659,263607,212470,36361,20819,263607,2
5102390,MANASSAS PARK CITY SCHS,51,47,24,56698,5023,38295,13380,58347,53784,31513,20003,1782,3410,31513,0
5100090,ALBEMARLE COUNTY SCHOOL DISTRICT,51,47,24,386833,14248,79016,293569,320821,275821,159750,108659,37137,13808,159750,0
5100390,BLAND CO SCH DIVISION,51,47,24,12228,1021,7605,3602,12228,12039,6859,4417,66,793,6859,0
5100540,BUCKINGHAM CO SCHS,51,47,24,34429,5378,20036,9015,34002,32260,17802,12815,1722,1966,17802,0
5101590,GILES CO SCHS,51,47,24,50564,4641,34556,11367,46634,44190,31560,10490,1871,3499,31560,0
5102370,MADISON CO SCHS,51,47,24,26087,2888,12736,10463,26111,24841,14101,9311,1262,1669,14101,0
5102610,NEW KENT CO SCHS,51,47,24,51108,4388,25385,21335,52273,49240,28374,18685,135,3535,28374,0
5103060,PRINCE EDWARD COUNTY SCHOOL,51,47,24,33640,7211,18508,7921,33656,32215,19902,10409,1331,1814,19902,0
5103510,SHENANDOAH COUNTY SCHS,51,47,24,92281,11381,48915,31985,92173,85287,49321,32614,5927,5689,49321,0
5103660,STAFFORD CO SCHS,51,47,24,473524,34309,261285,177930,495605,440084,268552,154101,54562,31547,268552,0
5101110,DANVILLE CITY SCHOOLS,51,47,24,203567,28020,106370,69177,215795,117687,61776,50369,90284,5580,61776,0
5101230,FAIRFAX CITY SCHOOLS,51,47,24,62608,0,11362,51246,59375,989,223,766,5120,0,223,0
5102220,LEXINGTON CITY SCHOOLS,51,47,24,9309,494,4913,3902,9218,7336,4811,2192,21,508,4811,0
5102340,LYNCHBURG CITY SCHOOLS,51,47,24,150715,32525,72296,45894,142138,135429,75010,53384,4124,7727,75010,0
5102640,NEWPORT NEWS CITY SCHOOLS,51,47,24,519014,107378,271312,140324,520263,469344,253224,192291,38055,26183,253224,0
5102670,NORFOLK CITY SCHOOLS,51,47,24,534345,120336,250431,163578,532762,451338,263055,164770,68646,26882,263055,0
5103300,ROANOKE CITY SCHOOLS,51,47,24,303127,47170,148938,107019,292791,264015,153541,99100,24802,13582,153541,0
5102980,POQUOSON CITY SCHOOLS,51,47,24,29805,1647,15620,12538,32175,28175,16498,10398,1596,2038,16498,0
5100152,ALLEGHANY HIGHLANDS PUBLIC SCHOOLS,51,47,24,48132,5829,30109,12194,47778,44569,24950,17644,3076,2835,24950,0
5100360,BEDFORD CO SCH DIST,51,47,24,129605,11595,80230,37780,129997,124730,68028,50753,5134,9059,68028,0
5100510,BUCHANAN CO SCH DIST,51,47,24,47385,8686,29223,9476,49056,41859,22439,15894,7040,2378,22439,0
5100690,CARROLL CO SCH DIST,51,47,24,64769,12863,38072,13834,71893,51939,30334,18358,18587,3442,30334,0
5101140,DICKENSON CO SCHS,51,47,24,37148,7680,23331,6137,35584,30397,16589,11980,5172,1883,16589,0
5101440,FRANKLIN CO SCHS,51,47,24,116093,20476,53491,42126,116035,100187,57991,37547,14750,6160,57991,770
5101770,HALIFAX CO SCHS,51,47,24,77991,13760,49502,14729,78509,74418,43867,27084,2370,4575,43867,0
5102010,ISLE OF WIGHT CO SCHS,51,47,24,86126,6915,44825,34386,85015,81061,48882,29173,2206,5588,48882,0
5102160,LANCASTER CO SCHOOLS,51,47,24,21115,2226,4795,14094,24705,18195,9093,8468,1539,1020,9093,0
5102190,LEE CO SCH,51,47,24,53309,10275,35578,7456,52042,46387,25868,17904,5104,2971,25868,0
5102880,PATRICK CO SCHS,51,47,24,40405,4809,25058,10538,40401,35188,21934,11461,3770,2377,21934,0
5103390,ROCKINGHAM COUNTY SCHS,51,47,24,202064,14762,108100,79202,200496,178530,109665,62266,15129,11534,109665,0
5103780,SUSSEX CO SCHS DIST,51,47,24,26195,5036,12497,8662,26271,25026,11530,12175,252,994,11530,0
5103810,TAZEWELL CO SCHS,51,47,24,100717,29877,53895,16945,86843,77984,42357,31554,8501,5302,42357,0
5100930,COLONIAL BEACH TWN SCHS,51,47,24,12297,2400,6698,3199,11866,10166,6099,3540,1064,605,6099,0
5100810,CHESAPEAKE CITY SCHOOLS,51,47,24,750378,82054,336857,331467,735818,653976,401040,235763,67345,40576,401040,0
