rpopall_24,state,distid,name,stabrev,saepov5_17rv_24,rpop5_17v_24
259,48,9980,Benjamin Independent School District,TX,33,45
4298,48,10140,Big Sandy Independent School District,TX,160,728
2648,48,10170,Big Sandy Independent School District,TX,116,572
25109,48,10200,Big Spring Independent School District,TX,796,4044
150644,48,10230,Birdville Independent School District,TX,3415,25587
5317,48,10260,Bishop Consolidated Independent School District,TX,192,1042
878,48,5,Blackwell Consolidated Independent School District,TX,12,110
8952,48,10320,Blanco Independent School District,TX,108,1162
4964,48,10350,Bland Independent School District,TX,134,1060
1154,48,10380,Blanket Independent School District,TX,27,174
1311,48,10440,Bloomburg Independent School District,TX,45,252
5106,48,10470,Blooming Grove Independent School District,TX,172,1056
3653,48,10500,Bloomington Independent School District,TX,108,721
5394,48,10590,Blue Ridge Independent School District,TX,103,1041
1402,48,10620,Bluff Dale Independent School District,TX,20,261
1902,48,10650,Blum Independent School District,TX,51,330
63507,48,10710,Boerne Independent School District,TX,743,12299
812,48,10740,Boles Independent School District,TX,23,167
4410,48,10780,Boling Independent School District,TX,114,846
17996,48,10800,Bonham Independent School District,TX,409,2350
1571,48,10830,Booker Independent School District,TX,52,316
564,48,10860,Borden County Independent School District,TX,6,89
13321,48,10890,Borger Independent School District,TX,441,2585
2543,48,10910,Bosqueville Independent School District,TX,41,501
2009,48,10950,Bovina Independent School District,TX,77,415
11983,48,10990,Bowie Independent School District,TX,308,2063
8124,48,11010,Boyd Independent School District,TX,131,1396
125,48,11040,Boys Ranch Independent School District,TX,4,50
3191,48,11070,Brackett Independent School District,TX,91,395
6495,48,11110,Brady Independent School District,TX,262,1042
4912,48,44470,Brazos Independent School District,TX,122,811
69801,48,11190,Brazosport Independent School District,TX,1557,12862
9360,48,11220,Breckenridge Independent School District,TX,331,1417
2359,48,11250,Bremond Independent School District,TX,51,419
34338,48,11280,Brenham Independent School District,TX,945,5398
16051,48,11310,Bridge City Independent School District,TX,304,3255
15122,48,11340,Bridgeport Independent School District,TX,305,2641
2658,48,11430,Broaddus Independent School District,TX,103,380
8788,48,11460,Brock Independent School District,TX,78,1959
1477,48,11490,Bronte Independent School District,TX,56,263
2099,48,11520,Brookeland Independent School District,TX,62,266
895,48,11550,Brookesmith Independent School District,TX,12,115
6740,48,11580,Brooks County Independent School District,TX,545,1270
9961,48,11610,Brownfield Independent School District,TX,573,1995
18183,48,11640,Brownsboro Independent School District,TX,518,2857
197346,48,11680,Brownsville Independent School District,TX,14304,41866
21830,48,11700,Brownwood Independent School District,TX,805,3350
4071,48,11730,Bruceville-Eddy Independent School District,TX,103,658
110488,48,11790,Bryan Independent School District,TX,3674,18445
1280,48,11820,Bryson Independent School District,TX,28,225
747,48,11850,Buckholts Independent School District,TX,21,130
425,48,11910,Buena Vista Independent School District,TX,14,94
5184,48,11990,Buffalo Independent School District,TX,223,997
15183,48,12060,Bullard Independent School District,TX,274,2926
7770,48,12090,Buna Independent School District,TX,167,1371
20544,48,12120,Burkburnett Independent School District,TX,340,3399
2023,48,12150,Burkeville Independent School District,TX,60,256
73562,48,12180,Burleson Independent School District,TX,1030,14154
29204,48,12220,Burnet Consolidated Independent School District,TX,508,4149
3391,48,12240,Burton Independent School District,TX,74,494
7121,48,35570,Bushland Independent School District,TX,111,1528
901,48,12360,Bynum Independent School District,TX,15,157
10091,48,12390,Caddo Mills Independent School District,TX,150,2242
21802,48,12420,Calallen Independent School District,TX,536,4162
11521,48,12460,Caldwell Independent School District,TX,341,1978
19942,48,12480,Calhoun County Independent School District,TX,618,3302
8214,48,12510,Callisburg Independent School District,TX,135,1176
1466,48,12540,Calvert Independent School District,TX,49,229
8731,48,12640,Cameron Independent School District,TX,353,1392
2771,48,12660,Campbell Independent School District,TX,55,470
3464,48,12700,Canadian Independent School District,TX,91,695
15039,48,12750,Canton Independent School District,TX,372,2590
37642,48,12780,Canutillo Independent School District,TX,1153,7401
73165,48,12810,Canyon Independent School District,TX,1208,12894
2298,48,12870,Carlisle Independent School District,TX,83,485
8181,48,12990,Carrizo Springs Consolidated Independent School District,TX,602,1671
34627,48,13020,Carroll Independent School District,TX,225,8695
202120,48,13050,Carrollton-Farmers Branch Independent School District,TX,3191,28689
16160,48,13110,Carthage Independent School District,TX,477,2710
21625,48,13170,Castleberry Independent School District,TX,780,3942
9970,48,13200,Cayuga Independent School District,TX,70,490
50478,48,13230,Cedar Hill Independent School District,TX,1383,10186
3086,48,13260,Celeste Independent School District,TX,64,609
17045,48,13290,Celina Independent School District,TX,123,3751
11518,48,13320,Center Independent School District,TX,600,2275
4204,48,13350,Center Point Independent School District,TX,112,722
802,48,13380,Centerville Independent School District,TX,18,128
4427,48,13410,Centerville Independent School District,TX,146,652
3683,48,13440,Central Heights Independent School District,TX,141,815
8742,48,13500,Central Independent School District,TX,251,1585
47815,48,13590,Channelview Independent School District,TX,2536,11057
576,48,13620,Channing Independent School District,TX,27,148
24230,48,13650,Chapel Hill Independent School District,TX,875,3976
2951,48,13680,Chapel Hill Independent School District,TX,76,613
2375,48,13710,Charlotte Independent School District,TX,127,465
561,48,13740,Cherokee Independent School District,TX,9,90
1230,48,13770,Chester Independent School District,TX,27,220
4550,48,13800,Chico Independent School District,TX,88,791
6675,48,13860,Childress Independent School District,TX,211,949
909,48,13890,Chillicothe Independent School District,TX,32,154
2185,48,13920,Chilton Independent School District,TX,80,430
15626,48,13960,China Spring Independent School District,TX,280,3347
1691,48,13980,Chireno Independent School District,TX,59,337
5206,48,12,Chisum Independent School District,TX,142,1006
2476,48,14010,Christoval Independent School District,TX,20,471
5379,48,14070,Cisco Independent School District,TX,236,873
4600,48,14130,City View Independent School District,TX,124,860
2853,48,14160,Clarendon Independent School District,TX,95,434
5553,48,14190,Clarksville Independent School District,TX,224,760
1753,48,14250,Claude Independent School District,TX,40,281
260677,48,14280,Clear Creek Independent School District,TX,4884,46635
46656,48,14310,Cleburne Independent School District,TX,904,8212
39193,48,14370,Cleveland Independent School District,TX,3901,10439
7135,48,14400,Clifton Independent School District,TX,138,1004
50982,48,14430,Clint Independent School District,TX,3033,11991
13545,48,14450,Clyde Consolidated Independent School District,TX,148,1499
3291,48,14490,Coahoma Independent School District,TX,60,638
14919,48,14520,Coldspring-Oakhurst Consolidated Independent School District,TX,346,1858
5296,48,14550,Coleman Independent School District,TX,246,817
137551,48,7350,College Station Independent School District,TX,1921,17431
3771,48,14580,Collinsville Independent School District,TX,79,709
2446,48,14600,Colmesneil Independent School District,TX,65,420
7256,48,14640,Colorado Independent School District,TX,267,1083
21788,48,14670,Columbia-Brazoria Independent School District,TX,387,3754
10714,48,14700,Columbus Independent School District,TX,372,1749
193618,48,14730,Comal Independent School District,TX,2547,33813
7543,48,14760,Comanche Independent School District,TX,308,1285
9132,48,14790,Comfort Independent School District,TX,129,1198
14309,48,14820,Commerce Independent School District,TX,332,1838
17519,48,14850,Community Independent School District,TX,313,3530
3810,48,14880,Como-Pickton Consolidated Independent School District,TX,129,730
402,48,14920,Comstock Independent School District,TX,1,48
16448,48,14970,Connally Independent School District,TX,713,2925
418443,48,15000,Conroe Independent School District,TX,6898,80444
1263,48,15120,Coolidge Independent School District,TX,57,260
5154,48,15150,Cooper Independent School District,TX,220,935
58725,48,15210,Coppell Independent School District,TX,412,13968
43067,48,15240,Copperas Cove Independent School District,TX,1481,7576
243300,48,15270,Corpus Christi Independent School District,TX,8542,40645
4795,48,15300,Corrigan-Camden Independent School District,TX,202,856
33598,48,15330,Corsicana Independent School District,TX,1395,6722
303,48,15360,Cotton Center Independent School District,TX,9,59
6560,48,15400,Cotulla Independent School District,TX,269,901
1390,48,15420,Coupland Independent School District,TX,21,249
1621,48,15480,Covington Independent School District,TX,65,296
27376,48,15510,Crandall Independent School District,TX,648,6442
4594,48,15540,Crane Independent School District,TX,149,1020
896,48,15570,Cranfills Gap Independent School District,TX,32,146
2910,48,15600,Crawford Independent School District,TX,40,580
2799,48,15690,Crockett County Consolidated Common School District,TX,93,517
8668,48,15720,Crockett Independent School District,TX,557,1538
34526,48,15750,Crosby Independent School District,TX,1238,7189
1914,48,1,Crosbyton Consolidated Independent School District,TX,136,347
2607,48,15810,Cross Plains Independent School District,TX,130,401
3023,48,15840,Cross Roads Independent School District,TX,75,499
1075,48,15870,Crowell Independent School District,TX,37,179
113374,48,15910,Crowley Independent School District,TX,3586,21820
7001,48,15930,Crystal City Independent School District,TX,500,1505
10597,48,15960,Cuero Independent School District,TX,424,1705
2272,48,15990,Culberson County-Allamoore Independent School District,TX,103,378
2304,48,16020,Cumby Collegiate Independent School District,TX,62,435
3083,48,16080,Cushing Independent School District,TX,97,538
649749,48,16110,Cypress-Fairbanks Independent School District,TX,21530,130101
1712,48,16140,D'Hanis Independent School District,TX,39,221
8015,48,16180,Daingerfield-Lone Star Independent School District,TX,405,1400
10494,48,16200,Dalhart Independent School District,TX,311,2072
1124863,48,16230,Dallas Independent School District,TX,33849,180441
1161,48,16260,Damon Independent School District,TX,27,209
5044,48,16290,Danbury Independent School District,TX,61,871
427,48,16320,Darrouzett Independent School District,TX,20,75
342,48,16350,Dawson Independent School District,TX,22,100
3012,48,16380,Dawson Independent School District,TX,92,559
39913,48,16410,Dayton Independent School District,TX,1829,8199
4491,48,16440,De Leon Independent School District,TX,151,697
4293,48,16570,DeKalb Independent School District,TX,159,755
62778,48,16860,DeSoto Independent School District,TX,1955,12227
21203,48,16500,Decatur Independent School District,TX,361,4002
54139,48,16530,Deer Park Independent School District,TX,1551,10560
83529,48,16620,Del Valle Independent School District,TX,3086,13628
496,48,16650,Dell City Independent School District,TX,10,37
32892,48,16710,Denison Independent School District,TX,898,5472
250681,48,16740,Denton Independent School District,TX,2992,37300
5672,48,16770,Denver City Independent School District,TX,185,1349
2134,48,16890,Detroit Independent School District,TX,63,376
1086,48,16920,Devers Independent School District,TX,26,251
10709,48,16950,Devine Independent School District,TX,309,1904
798,48,16980,Dew Independent School District,TX,27,131
3063,48,17010,Deweyville Independent School District,TX,102,431
8636,48,17040,Diboll Independent School District,TX,292,1582
71484,48,17070,Dickinson Independent School District,TX,2173,12502
6221,48,17100,Dilley Independent School District,TX,400,1246
1425,48,17130,Dime Box Independent School District,TX,23,206
5120,48,17160,Dimmitt Independent School District,TX,274,1111
221,48,17190,Divide Independent School District,TX,4,29
1159,48,17280,Dodd City Independent School District,TX,18,191
76453,48,17390,Donna Independent School District,TX,8137,19558
295,48,17400,Doss Consolidated Common School District,TX,3,57
2136,48,17460,Douglass Independent School District,TX,40,393
44910,48,8,Dripping Springs Independent School District,TX,220,9130
1283,48,17550,Driscoll Independent School District,TX,34,284
7079,48,17580,Dublin Independent School District,TX,250,1301
19879,48,17610,Dumas Independent School District,TX,884,4463
78118,48,17640,Duncanville Independent School District,TX,2406,15407
121060,48,17700,Eagle Mountain-Saginaw Independent School District,TX,2578,24730
58829,48,17730,Eagle Pass Independent School District,TX,4396,13129
40717,48,17760,Eanes Independent School District,TX,287,8524
5623,48,17790,Early Independent School District,TX,125,879
4102,48,17830,East Bernard Independent School District,TX,86,747
65936,48,17850,East Central Independent School District,TX,1934,12890
7560,48,17880,East Chambers Independent School District,TX,182,1386
6468,48,17960,Eastland Independent School District,TX,228,961
170022,48,18000,Ector County Independent School District,TX,6036,36800
1347,48,18030,Ector Independent School District,TX,32,277
17827,48,18060,Edcouch-Elsa Independent School District,TX,900,4265
2625,48,18070,Eden Consolidated Independent School District,TX,45,190
6318,48,18120,Edgewood Independent School District,TX,171,1132
60139,48,18150,Edgewood Independent School District,TX,3584,11522
182048,48,18180,Edinburg Consolidated Independent School District,TX,11671,41224
